sale,10.00,2362,12458 
sale,10.00,2796,12472 
sale,10.00,3429,12484 
sale,10.00,3584,12489 
sale,10.00,3863,12498 
sale,10.00,3977,12504 
sale,10.00,4156,12510 
sale,10.00,4996,12527 
sale,10.00,6790,12584 
sale,10.00,8997,12657 
sale,10.00,9699,12682 
sale,10.00,9772,12688 
sale,10.00,10100,12700 
sale,10.00,10811,12728 
sale,10.00,10851,12732 
sale,10.00,12530,12786 
sale,10.00,12938,12799 
sale,10.00,13481,12818 
sale,10.00,14103,12835 
sale,10.00,14186,12840 
sale,10.00,14277,12844 
sale,10.00,14492,12849 
sale,10.00,14618,12854 
sale,10.00,14622,12855 
sale,10.00,14646,12857 
sale,10.00,14875,12863 
sale,10.00,15027,12867 
sale,10.00,15463,12878 
sale,10.00,16631,12910 
sale,10.00,16725,12912 
sale,10.00,16982,12921 
sale,14.50,18000,12952 
sale,10.00,18105,12957 
sale,10.00,18125,12959 
sale,10.00,18674,12974 
sale,10.00,18759,12978 
sale,10.00,19020,12982 
sale,10.00,19372,12989 
sale,10.00,20492,13033 
sale,15.00,21258,13057 
sale,10.00,22423,13093 
sale,19.00,22545,13099 
sale,10.00,22923,13113 
sale,10.00,22925,13114 
sale,10.00,23293,13123 
sale,10.00,23499,13133 
sale,10.00,24277,13154 
sale,10.00,24419,13158 
sale,10.00,25120,13185 
sale,10.00,25521,13202 
sale,10.00,26229,13231 
sale,10.00,26501,13241 
sale,10.00,27007,13259 
sale,10.00,27086,13261 
sale,19.99,27502,13273 
sale,10.00,28061,13290 
sale,10.00,29140,13320 
sale,10.00,29163,13322 
sale,10.00,30498,13355 
sale,10.00,30499,13356 
sale,10.00,31404,13387 
sale,10.00,32308,13410 
sale,10.00,32858,13423 
sale,10.00,33025,13431 
sale,10.00,45474,13464 
sale,10.00,45488,13466 
sale,10.00,0,13517 
sale,10.00,46581,13536 
sale,10.00,46647,13539 
sale,10.00,46709,13545 
sale,10.00,46885,13564 
sale,10.00,46924,13567 
sale,10.00,46930,13569 
sale,10.00,47086,13586 
sale,10.00,47271,13600 
sale,10.00,47487,13614 
sale,10.00,47746,13631 
sale,10.00,47798,13636 
sale,10.00,48145,13671 
sale,10.00,49265,13760 
sale,10.00,49274,13762 
sale,10.00,49510,13797 
sale,10.00,49547,13804 
sale,10.00,49576,13810 
sale,10.00,49582,13812 
sale,10.00,49826,13846 
sale,10.00,50155,13886 
sale,15.00,50242,13899 
sale,10.00,50333,13904 
sale,15.00,50874,13963 
sale,15.00,51543,13986 
sale,15.00,51672,14001 
sale,15.00,51894,14039 
sale,15.00,51995,14046 
sale,15.00,51996,14047 
sale,15.00,52612,14099 
sale,15.00,52786,14129 
sale,15.00,52899,14146 
sale,15.00,52900,14147 
sale,15.00,52949,14155 
sale,10.00,56329,14199 
sale,10.00,56334,14201 
sale,10.00,56421,14214 
sale,10.00,56463,14218 
sale,10.00,56481,14221 
sale,10.00,56513,14227 
sale,10.00,56631,14260 
sale,10.00,56644,14264 
sale,10.00,56660,14272 
sale,10.00,56715,14285 
sale,10.00,56774,14293 
sale,10.00,57284,14394 
sale,10.00,57505,14417 
sale,10.00,57626,14428 
sale,10.00,57650,14431 
sale,10.00,57727,14443 
sale,10.00,57882,14457 
sale,10.00,58046,14480 
sale,10.00,58140,14498 
sale,10.00,58192,14509 
sale,10.00,58204,14511 
sale,10.00,58216,14514 
sale,10.00,58243,14517 
sale,10.00,58291,14520 
sale,10.00,58474,14563 
sale,10.00,58634,14593 
sale,10.00,58744,14616 
sale,10.00,58774,14621 
sale,10.00,58783,14625 
sale,10.00,58802,14631 
sale,10.00,58878,14643 
sale,10.00,58893,14646 
sale,10.00,58993,14662 
sale,10.00,59191,14703 
sale,10.00,59258,14713 
sale,10.00,59281,14720 
sale,10.00,59496,14746 
sale,10.00,59532,14752 
sale,10.00,59651,14763 
sale,10.00,59667,14764 
sale,10.00,59791,14778 
sale,10.00,60062,14802 
sale,10.00,60235,14828 
sale,10.00,60306,14841 
sale,10.00,60309,14843 
sale,25.00,60335,14846 
