sale,19.00,33949,316 
sale,20.00,55582,492 
sale,20.00,55581,491 
sale,25.00,55535,490 
sale,15.00,55522,489 
sale,15.00,55491,488 
sale,15.00,55489,487 
sale,10.00,55481,486 
sale,15.00,55477,485 
sale,10.00,55467,484 
sale,15.00,55461,483 
sale,29.00,55407,482 
sale,15.00,55398,481 
sale,15.00,55359,480 
sale,15.00,55331,479 
sale,30.00,55298,478 
sale,15.00,55286,477 
sale,15.00,55272,476 
sale,15.00,55268,475 
sale,30.00,55254,474 
sale,15.00,55249,473 
sale,15.00,55246,472 
sale,20.00,55180,471 
sale,30.00,55174,470 
sale,15.00,55172,469 
sale,25.00,55157,468 
sale,15.00,55148,467 
sale,15.00,55127,466 
sale,15.00,55119,465 
sale,15.00,55115,464 
sale,15.00,55108,463 
sale,30.00,55053,462 
sale,15.00,54841,461 
sale,25.00,54563,460 
sale,15.00,54543,459 
sale,20.00,54512,458 
sale,15.00,54470,457 
sale,20.00,54457,456 
sale,30.00,54449,455 
sale,30.00,54445,454 
sale,15.00,54398,453 
sale,15.00,54349,452 
sale,30.00,54336,451 
sale,25.00,54310,450 
sale,15.00,54298,449 
sale,15.00,54288,448 
sale,10.00,54268,447 
sale,15.00,54230,446 
sale,30.00,54209,445 
sale,15.00,54207,444 
sale,25.00,54201,443 
sale,60.00,54194,442 
sale,15.00,54189,441 
sale,15.00,54163,440 
sale,25.00,54127,439 
sale,15.00,54099,438 
sale,25.00,54073,437 
sale,20.00,54008,436 
sale,25.00,53977,435 
sale,15.00,53917,434 
sale,37.50,53885,433 
sale,34.00,53787,432 
sale,37.00,53785,431 
sale,30.00,53728,430 
sale,25.00,53626,429 
sale,10.00,53583,428 
sale,20.00,53576,427 
sale,10.00,53550,426 
sale,10.00,53525,425 
sale,20.00,53457,424 
sale,25.00,53442,423 
sale,25.00,53357,422 
sale,15.00,53352,421 
sale,29.00,53284,420 
sale,19.95,53259,419 
sale,30.00,53188,418 
sale,20.00,53129,417 
sale,50.00,53109,416 
sale,15.00,53082,415 
sale,15.00,55586,493 
sale,15.00,55604,494 
sale,27.00,55657,495 
sale,15.00,55831,496 
sale,25.00,55851,497 
sale,25.00,55878,498 
sale,25.00,55901,499 
sale,25.00,55907,500 
sale,25.00,55915,501 
sale,15.00,55937,502 
sale,30.00,55938,503 
sale,15.00,55947,504 
sale,15.00,55949,505 
sale,15.00,55962,506 
sale,25.00,55965,507 
sale,20.00,55966,508 
sale,15.00,55970,509 
sale,25.00,55974,510 
sale,25.00,55982,511 
sale,25.00,55995,512 
sale,15.00,56023,513 
sale,15.00,56035,514 
sale,15.00,56040,515 
sale,25.00,56092,516 
sale,15.00,56097,517 
sale,15.00,56104,518 
sale,15.00,56108,519 
sale,31.00,56110,520 
sale,15.00,56125,521 
sale,25.00,56141,522 
sale,25.00,56149,523 
